body,quantity,value,unit,source,url,retrieved,note,sigma
PSR J1946+2052,eccentricity,0.063848,1,"Stovall et al. (2018) ApJL 854 L22 Table 1 - PSR J1946+2052 discovery timing solution",https://doi.org/10.3847/2041-8213/aaad06,2026-09-08,"e = 0.063848(9). Relative orbit. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. Meng et al. (2025) の e = 0.063848(9) の最終桁誤差。WAVE-249a DISAGREEMENT (recorded at intake): the same value was transcribed twice in this file with DISAGREEING central values (0.063848(9) here vs 0.0638363(8) in the wave-249a alternate row), and wave 266a resolved it - the two transcriptions were never of the same paper (see source_corrected below). sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero. source_corrected=2026-09-16 (values match Stovall 2018 Table 1: Pb=0.07848804(1) d and e=0.063848(9); the previous label Meng 2025 was wrong). wave-249a disagreement note kept above and now RESOLVED: the two transcriptions were never of the same paper - 0.063848(9) is Stovall 2018 Table 1 and 0.0638363(8) is Meng 2025 Table 1 DDFWHE; source_checked_at=Table 1 Orbital eccentricity e gives 0.063848(9); the source label is corrected but the mark on this row is NOT touched by the correction; verified_by=原仮定者 2026-09-16; verified_at=Stovall et al. 2018 ApJL 854 L22 Table 1 Orbital eccentricity e; verified_value=0.063848(9); confirmation_round=2 (second confirmation record of the original hypothesis author 2026-09-17; it gives the primary table / column / printed digits; the value and the sigma of this row were re-derived from the printed record by tests/exp-w267a-confirm2.mjs and reproduced; mark_changed_by=the second confirmation record (NOT by the wave-266a source-label correction)); acknowledged_by=原仮定者 2026-09-17 (the wave-266a source-label correction of this row (Meng 2025 -> Stovall 2018 Table 1) is acknowledged by the original hypothesis author; no digit of this row is changed); solution_mix=P/e Stovall2018-DD, omega_dot Meng2025-DDFWHE (X4) (noted 2026-09-17: the record the builder of this system reads is NOT one published timing solution. Rows 145/146 (Pb and e) come from the Stovall et al. 2018 discovery solution and row 148 (omega_dot) comes from the Meng et al. 2025 DDFWHE fit, so the three are mixed across two solutions with different epochs and different parameter sets. The solution-tagged rows 285/289/290 (DDFWHE) and 300/302 (DDGR) sit beside them as complete single-solution sets. No digit of this row is changed by this note and no row selection is changed) adopted_solution=Meng2025-DDFWHE 2026-09-18 (第270便c/AD9: 採用レコードを一組へ揃えたので、本行は **previous**(採用解から外れた行)である。solution_mix= の注記が指していた混在はこれで閉じた。**値・単位・出典・印・来歴は 1 文字も動かしていない** —— 本行は履歴として残す。)",9e-6
PSR J1946+2052,semi_major_axis,7.314902889635589e8,m,"Meng et al. (2025) A&A 704 A153 - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506] + IAU 2015 Resolution B3",https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"Relative orbit, Newtonian/Kepler-equivalent value DERIVED IN THIS RECORD from the total mass M = 2.531858(60) M_sun and Pb via a^3 = G M Pb^2/(4 pi^2) with (GM)_sun = 1.3271244e20 m^3 s^-2 (IAU 2015 B3). Periastron a(1-e) = 6.8479e8 m, apastron a(1+e) = 7.7819e8 m; apoapsis relative speed 635.8 km/s. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. adopted_solution=Meng2025-DDFWHE 2026-09-18 (第270便c/AD9: 本行は **previous の Pb から導いた a** である(a^3=G M Pb^2/(4 pi^2)・総質量 2.531858 M_sun)。採用解の Pb=6781.367998656 s から同じ式で導いた a は 7.314903855163476e8 m で、プリセット 3 本(psrJ1946DFM/PN/CF)はそちらを使う。**本行の値は動かしていない** —— 新しい行も足していない。)",
PSR J1946+2052,periastron_advance,25.79205,deg/yr,Meng et al. (2025) A&A 704 A153 - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506],https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"omega_dot = 25.79205(40) deg/yr - the largest of any known double neutron star; three orders of magnitude more precise than the 25.6(3) deg/yr of the discovery paper (Stovall et al. 2018 ApJL 854 L22). Converted with Pb: 5.542416e-3 deg per orbit. Total observed advance (GR-derived where used as a mass). role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. Compared against, never fitted. Meng et al. (2025) の omega_dot = 25.79205(40) deg/yr の最終桁誤差(a web-search summary reproduced this value AND its uncertainty exactly - see the wave-249a alternate row). sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero.; confirmation_2=not-found-by-author 2026-09-16 (the omega_dot record of PSR J1946+2052: the original hypothesis author could not find the printed record for this row in the second confirmation record; the mark on this row is NOT changed); solution_mix=P/e Stovall2018-DD, omega_dot Meng2025-DDFWHE (X4) (noted 2026-09-17: the record the builder of this system reads is NOT one published timing solution. Rows 145/146 (Pb and e) come from the Stovall et al. 2018 discovery solution and row 148 (omega_dot) comes from the Meng et al. 2025 DDFWHE fit, so the three are mixed across two solutions with different epochs and different parameter sets. The solution-tagged rows 285/289/290 (DDFWHE) and 300/302 (DDGR) sit beside them as complete single-solution sets. No digit of this row is changed by this note and no row selection is changed); verified_by=原仮定者 2026-09-17; verified_at=Meng 2025 A&A 704 A153 Table 1 DDFWHE column (A&A table view); verified_value=25.79205(40) deg/yr; same_mark_as=290 (author 2026-09-17: same mark allowed - row 290 transcribes the SAME value and the SAME sigma from the same Meng et al. 2025 Table 1 DDFWHE column and the author confirmed it in the third confirmation record. The mark of THIS row was already verified before this wave - what the copy adds is the X7 confirmer fields, not a new mark); confirmation_round=3. adopted_solution=Meng2025-DDFWHE 2026-09-18 (第270便c/AD9: 採用レコードを一組へ揃えたので、本行は **previous**(採用解から外れた行)である。solution_mix= の注記が指していた混在はこれで閉じた。**値・単位・出典・印・来歴は 1 文字も動かしていない** —— 本行は履歴として残す。)",4.0e-4
PSR J1946+2052,orbital_period_derivative,-1.8288e-12,1,"Meng et al. (2025) A&A 704 A153 - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506]",https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"Intrinsic Pb_dot = -1.8288(16)e-12 s/s = 1.00005(91) of the GR gravitational-wave prediction. Shapiro delay: h3 = 2.58(14) microseconds, varsigma = 0.760(36); orbital inclination ~74 deg. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J1946+2052,radius,1.175e4,m,"Dietrich et al. (2020) Science 370 1450 - Multimessenger constraints on the neutron-star equation of state",https://doi.org/10.1126/science.abb4317,2026-09-08,"EOS/multimessenger PROXY only: R_1.4 = 11.75 +0.86/-0.81 km (90% CI) - the SAME declared proxy used for PSR J0737-3039 A/B and PSR J1757-1854. NO direct radius measurement of PSR J1946+2052 or its companion exists (radius_observed = null). NICER radii are recorded under the separate quantity radius_nicer. sigma_primary=unverified; intake 2026-09-14. sigma_asymmetric=+860/-810 (90% confidence) for 11750 m (Dietrich et al. 2020, Science 370, 1450-1453) - recorded at the 2026-09-14 intake in the note only, because the sigma column carries symmetric 1-sigma values only. The value of this row is unchanged.",
PSR B1913+16,mass,2.859463e30,kg,"Weisberg & Huang (2016) ApJ 829 55 - Relativistic Measurements from Timing the Binary Pulsar PSR B1913+16",https://doi.org/10.3847/0004-637X/829/1/55,2026-09-08,"Pulsar mass 1.438(1) M_sun x 1.9885e30 kg (committed solar-mass value). 9257 times-of-arrival over 35 years (Arecibo). GR-derived (from omega_dot and gamma); conditional reference. ROLE: the Pb_dot NEGATIVE CONTROL for wave 248 - the system where the observed orbital decay is known to be gravitational-wave damping. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.438 +/- 0.001 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Weisberg & Huang 2016, ApJ 829, 55. The value of this row is unchanged.",1.9885e27
PSR B1913+16 companion,mass,2.764015e30,kg,"Weisberg & Huang (2016) ApJ 829 55 - Relativistic Measurements from Timing the Binary Pulsar PSR B1913+16",https://doi.org/10.3847/0004-637X/829/1/55,2026-09-08,"Companion (unseen neutron star) mass 1.390(1) M_sun x 1.9885e30 kg. GR-derived; conditional reference. Companion spin and radius are UNOBSERVED - no rotation_period / radius row is placed for it. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.390 +/- 0.001 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Weisberg & Huang 2016, ApJ 829, 55. The value of this row is unchanged.",1.9885e27
PSR B1913+16,eccentricity,0.6171340,1,"Weisberg & Huang (2016) ApJ 829 55 - Relativistic Measurements from Timing the Binary Pulsar PSR B1913+16",https://doi.org/10.3847/0004-637X/829/1/55,2026-09-08,"e = 0.6171340. Relative orbit. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. sigma_primary=verified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 0.6171340 +/- 0.0000004 1 - Weisberg & Huang 2016, ApJ 829, 55, Table 2. The value of this row is unchanged.; verified_by=原仮定者 2026-09-16; verified_at=Weisberg & Huang 2016 ApJ 829 55 Table 2 Orbital Parameters e; verified_value=0.6171340(4); confirmation_round=2 (second confirmation record of the original hypothesis author 2026-09-17; it gives the primary table / column / printed digits; the value and the sigma of this row were re-derived from the printed record by tests/exp-w267a-confirm2.mjs and reproduced)",0.0000004
PSR B1913+16,orbital_period_derivative_over_gr,0.9983,1,"Weisberg & Huang (2016) ApJ 829 55 - Relativistic Measurements from Timing the Binary Pulsar PSR B1913+16",https://doi.org/10.3847/0004-637X/829/1/55,2026-09-08,"Pb_dot(observed, corrected for the kinematic/Galactic term) / Pb_dot(GR gravitational-wave prediction) = 0.9983 +/- 0.0016 - general relativity confirmed to 0.17%. THIS RATIO, not a raw Pb_dot, is the transcribed quantity: the full-precision timing table could not be re-fetched in this session (Re-verification in this session went through web search only: arXiv, the publisher sites and the ATNF catalogue were blocked by the network egress policy, so the primary table could not be re-fetched.) so Pb (0.3229 d), omega_dot (~4.2 deg/yr), the spin period (~59 ms) and the raw Pb_dot are NOT placed as rows. For reference only, the literature value of the observed Pb_dot through 1993 is (-2.4225 +/- 0.0066)e-12 s/s; it is deliberately left out of the table. ROLE: negative control - any model whose orbital-period contraction is numerical in origin must be compared against this 0.17% agreement.",
PSR J0740+6620,radius_nicer,1.239e4,m,"Riley et al. (2021) ApJL 918 L27 - A NICER View of the Massive Pulsar PSR J0740+6620 Informed by Radio Timing and XMM-Newton Spectroscopy",https://doi.org/10.3847/2041-8213/ac0a81,2026-09-08,"NICER + XMM-Newton pulse-profile modelling: equatorial radius R_eq = 12.39 +1.30/-0.98 km (posterior credible interval bounded by the 16% and 84% quantiles). A MEASUREMENT, not an EOS proxy - hence the separate quantity name radius_nicer, deliberately not mixed with the quantity radius (which holds the declared EOS proxy 11.75 km on the PSR rows). Model-dependent on the hot-spot parameterization; Miller et al. (2021) ApJL 918 L28 obtain 13.7 +2.6/-1.5 km from the same data and Salmi et al. (2024) ApJ 974 294 obtain 12.49 +1.28/-0.88 km with more NICER exposure. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0740+6620,mass,4.120172e30,kg,"Riley et al. (2021) ApJL 918 L27 - A NICER View of the Massive Pulsar PSR J0740+6620 Informed by Radio Timing and XMM-Newton Spectroscopy",https://doi.org/10.3847/2041-8213/ac0a81,2026-09-08,"Gravitational mass 2.072 +0.067/-0.066 M_sun x 1.9885e30 kg (the NICER joint inference, informed by the radio-timing Shapiro-delay mass 2.08 +/- 0.07 M_sun of Fonseca et al. (2021) ApJL 915 L12). The heaviest reliably measured neutron star. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0030+0451,radius_nicer,1.271e4,m,"Riley et al. (2019) ApJL 887 L21 - A NICER View of PSR J0030+0451: Millisecond Pulsar Parameter Estimation",https://doi.org/10.3847/2041-8213/ab481c,2026-09-08,"NICER pulse-profile modelling: equatorial radius R_eq = 12.71 +1.14/-1.19 km. A MEASUREMENT (quantity radius_nicer), not the EOS proxy. Miller et al. (2019) ApJL 887 L24 obtain 13.02 +1.24/-1.06 km from the same data with an independent pipeline. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0030+0451,mass,2.66459e30,kg,"Riley et al. (2019) ApJL 887 L21 - A NICER View of PSR J0030+0451: Millisecond Pulsar Parameter Estimation",https://doi.org/10.3847/2041-8213/ab481c,2026-09-08,"Gravitational mass 1.34 +0.15/-0.16 M_sun x 1.9885e30 kg (NICER inference - this isolated pulsar has no companion, so there is no independent dynamical mass). role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0437-4715,radius_nicer,1.136e4,m,"Choudhury et al. (2024) ApJL 971 L20 - A NICER View of the Nearest and Brightest Millisecond Pulsar: PSR J0437-4715",https://doi.org/10.3847/2041-8213/ad5a6f,2026-09-08,"NICER pulse-profile modelling: equatorial radius R_eq = 11.36 +0.95/-0.63 km - the smallest of the three NICER radii and the one that favours softer equations of state. A MEASUREMENT (quantity radius_nicer), not the EOS proxy. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0437-4715,mass,2.819693e30,kg,"Choudhury et al. (2024) ApJL 971 L20 - A NICER View of the Nearest and Brightest Millisecond Pulsar: PSR J0437-4715",https://doi.org/10.3847/2041-8213/ad5a6f,2026-09-08,"Gravitational mass 1.418 +/- 0.037 M_sun x 1.9885e30 kg (a PPTA radio-timing prior, Reardon et al. (2024), used in the NICER inference). role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J0348+0432,mass,3.996885e30,kg,"Antoniadis et al. (2013) Science 340 448 - A Massive Pulsar in a Compact Relativistic Binary",https://doi.org/10.1126/science.1233232,2026-09-08,"Pulsar mass 2.01 +/- 0.04 M_sun x 1.9885e30 kg - the mass REFERENCE point of the wave-248 calibration track (radio timing plus optical spectroscopy of the 0.172 +/- 0.003 M_sun white-dwarf companion; 39-ms pulsar in a 2.46-h orbit). Caveat recorded, not resolved here: Berthereau et al. (2024) arXiv:2412.02850 report a LOWER mass estimate from CHIME/Pulsar precision timing; that value could not be transcribed in this session. Re-verification in this session went through web search only: arXiv, the publisher sites and the ATNF catalogue were blocked by the network egress policy, so the primary table could not be re-fetched. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J1748-2446ad,rotation_period,1.396e-3,s,"Hessels et al. (2006) Science 311 1901 - A Radio Pulsar Spinning at 716 Hz",https://doi.org/10.1126/science.1123430,2026-09-08,"Spin frequency 716 Hz -> P_spin = 1.396 ms: the fastest known rotation of any radio pulsar (globular cluster Terzan 5). Only the four significant figures quoted as '716 Hz (1.396 ms)' were re-verified in this session; the full-precision frequency was not. ROLE: the spin REFERENCE point (upper end) of the wave-248 calibration track - omega = 4.501e3 rad/s = 4.501e4 rad per 10-s time unit, three orders of magnitude outside the engine's shell (+/-20) and core-Omega (+/-50) ranges, i.e. the extreme case of the wave-220 'measured yet not transcribable' declaration. Re-verification in this session went through web search only: arXiv, the publisher sites and the ATNF catalogue were blocked by the network egress policy, so the primary table could not be re-fetched. role=hold-out (wave 248) - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger.",
PSR J1757-1854,orbital_period,0.183537823671,d,Singha et al. (2026) arXiv:2606.23926 Table 2 - Detection of relativistic orbital deformation from improved timing of PSR J1757-1854,https://arxiv.org/abs/2606.23926,2026-09-08,"Pb = 0.183537823671(2) d = 15857.6679651744 s. Timing model DD/DDGR over a MeerKAT + Murriyang + GBT campaign; epoch as printed in Table 2 (MJD 60000 in the reviewed transcription). UNVERIFIED: the web-search summary corroborated only the qualitative 4.4 h orbit, not these digits. Supersedes nothing; the wave-248 row keeps Pb = 0.18353783587 d (Cameron et al. 2018). ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR J1757-1854,eccentricity,0.605817,1,Singha et al. (2026) arXiv:2606.23926 Table 2 - Detection of relativistic orbital deformation from improved timing of PSR J1757-1854,https://arxiv.org/abs/2606.23926,2026-09-08,"e = 0.605817(2). PARTIALLY VERIFIED: web-search summaries reproduce e = 0.61 for this system, which is consistent, but the six-digit value and its uncertainty are UNVERIFIED. The wave-248 row keeps e = 0.6058142 (Cameron et al. 2018); the two differ in the 6th digit and must not be mixed. ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR J1757-1854,periastron_advance,10.364986,deg/yr,Singha et al. (2026) arXiv:2606.23926 Table 2 - Detection of relativistic orbital deformation from improved timing of PSR J1757-1854,https://arxiv.org/abs/2606.23926,2026-09-08,"omega_dot = 10.364986(8) deg/yr. With this table's Pb: 5.2083969e-3 deg per orbit (Julian year 3.15576e7 s - a unit convention). UNVERIFIED: web-search summaries state only that the post-Keplerian parameters improved by a factor of about 2 and that delta_theta was detected for the first time; these digits were not reproduced. Total observed advance (1PN + higher order + Lense-Thirring); GR-derived where used as a mass. role=hold-out (wave 248) - compared against, never fitted. ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR J1946+2052,orbital_period,0.07848805554,d,Meng et al. (2025) A&A 704 A153 Table 1 DDFWHE column - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506],https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"Pb = 0.07848805554(2) d = 6781.367998656 s, theory-independent DDFWHE fit (TDB, DE440). PARTIALLY VERIFIED: a web-search summary reproduced 0.0784880 d, so the leading seven digits agree; the trailing digits and the uncertainty are UNVERIFIED. The wave-248 row keeps Pb = 0.07848804 d, which is NOT the same column of this table. Do not mix DDFWHE and DDGR columns. ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR J1946+2052,eccentricity,0.0638363,1,Meng et al. (2025) A&A 704 A153 Table 1 DDFWHE column - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506],https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"e = 0.0638363(8), theory-independent DDFWHE fit. UNVERIFIED AND IN CONFLICT WITH THE ROW ABOVE: the web-search summary for this paper quotes e = 0.063848(9) as the system's eccentricity, which is what the wave-248 row already carries. The two central values differ by 1.17e-5 (14.6 sigma in the units of the value proposed here). This is a DISAGREEMENT BETWEEN TRANSCRIPTIONS that could not be resolved without the primary table; it is NOT a claim of a physical inconsistency between two analyses. ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR J1946+2052,periastron_advance,25.79205,deg/yr,Meng et al. (2025) A&A 704 A153 Table 1 DDFWHE column - The double neutron star PSR J1946+2052 I. Masses and tests of general relativity [arXiv:2510.12506],https://doi.org/10.1051/0004-6361/202555689,2026-09-08,"omega_dot = 25.79205(40) deg/yr, theory-independent DDFWHE fit - the largest of any known double neutron star. VERIFIED: a web-search summary reproduced the value and its uncertainty exactly. The value equals the wave-248 row; this row records the DDFWHE column attribution, which the wave-248 note could not establish. With this table's Pb: 5.5424171e-3 deg per orbit. role=hold-out (wave 248) - compared against, never fitted. ALTERNATE RECORD VERSION added in wave 249a (2026-09-08): a SEPARATE, LATER timing solution for the same system. The wave-248 rows above are kept unchanged; do not mix the two versions in one orbital element set. Not loaded by any preset or builder - the DFM builds still use the wave-248 rows. Retrieved 2026-09-08 through web search only: arXiv, the publisher sites and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. Only digits that a web-search summary reproduced are marked verified; everything else is marked unverified.",
PSR B1534+12,mass,2.6506705e30,kg,"Fonseca, Stairs & Thorsett (2014) ApJ 787 82 - A Comprehensive Study of Relativistic Gravity Using PSR B1534+12",https://doi.org/10.1088/0004-637X/787/1/82,2026-09-09,"Pulsar mass 1.3330 M_sun x 1.9885e30 kg (this repo's committed solar-mass value, row `Sun,mass`). GR-derived from the five measured post-Keplerian parameters (22 years of Arecibo timing); conditional reference. ROLE: THE FOURTH FROZEN HOLD-OUT of the wave-250 compact-binary track - this system is NOT used to fit any DFM coefficient; only PSR J0737-3039A/B carries the f/lambda ledger. Retrieved 2026-09-09 through web search only: arXiv, IOPscience, ADS and the ATNF catalogue are blocked by the network egress policy, so THE PRIMARY TABLE COULD NOT BE READ DIRECTLY. VERIFIED by a web-search summary: the four printed digits 1.3330. UNVERIFIED: the quoted uncertainty (not reproduced by any summary reached in this session) - it is therefore not recorded here. No sample is built from this row in wave 250. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.3330 +/- 0.0002 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Fonseca, Stairs & Thorsett 2014, ApJ 787, 82, Table 3 (DDGR). The value of this row is unchanged.",3.977e26
PSR B1534+12 companion,mass,2.67552675e30,kg,"Fonseca, Stairs & Thorsett (2014) ApJ 787 82 - A Comprehensive Study of Relativistic Gravity Using PSR B1534+12",https://doi.org/10.1088/0004-637X/787/1/82,2026-09-09,"Companion (unseen neutron star) mass 1.3455 M_sun x 1.9885e30 kg. GR-derived; conditional reference. No pulsations are detected from the companion: ITS SPIN PERIOD AND RADIUS ARE UNOBSERVED, so no rotation_period / radius row exists for it (absence is recorded as the absence of a row, never as 0). ROLE: the fourth frozen hold-out (wave 250) - not used to fit any DFM coefficient. VERIFIED by a web-search summary: the four printed digits 1.3455. UNVERIFIED: the quoted uncertainty. Retrieved 2026-09-09 through web search only (arXiv, IOPscience, ADS and the ATNF catalogue are blocked by the network egress policy). sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.3455 +/- 0.0002 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Fonseca, Stairs & Thorsett 2014, ApJ 787, 82, Table 3 (DDGR). The value of this row is unchanged.",3.977e26
PSR B1534+12,orbital_period,36351.702644140794,s,Stairs et al. (2002) ApJ 581 501 - Studies of the Relativistic Binary Pulsar PSR B1534+12. I. Timing Analysis,https://doi.org/10.1086/344157,2026-09-09,"Pb = 0.420737299122(10) d x 86400 s/d = 36351.702644140794 s = 10.0977 h. Relative orbit. VERIFIED by a web-search summary reproducing the full printed value 0.420737299122(10) d. Fonseca, Stairs & Thorsett (2014) ApJ 787 82 refine this system's Keplerian and post-Keplerian parameters over 22 years of timing; THAT TABLE COULD NOT BE FETCHED in this session (arXiv, IOPscience, ADS and the ATNF catalogue are blocked by the network egress policy), so the wave-250 row keeps the Stairs et al. (2002) value and names its source. ROLE: the fourth frozen hold-out (wave 250) - compared against, never fitted; no sample is built from it in wave 250. Stairs et al. (2002) の Pb = 0.420737299122(10) d の最終桁誤差 1e-11 d を秒へ換算. sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero. TIMING MODEL AND EPOCH (added in wave 256d, ChatGPT O5.2: an observational record must name the model that produced it): the Stairs et al. (2002) solution is fitted with the THEORY-INDEPENDENT DD MODEL (Damour and Deruelle 1986), in which all five post-Keplerian parameters are free parameters of the fit - so this row is NOT conditioned on general relativity (the masses derived from it are). THE EPOCH OF PERIASTRON T0 AND THE SPIN EPOCH PEPOCH ARE PRINTED IN THE PRIMARY TABLE BUT COULD NOT BE RETRIEVED IN THIS SESSION (arXiv, IOPscience, ADS and the ATNF catalogue are blocked by the network egress policy): they are recorded here as ABSENT, never as 0, and no sample or harness uses an epoch for this system - the two-dimensional samples psrB1534 / psrB1534DFM / psrB1534CF start from an apoapsis state built from a, e and the masses, so no timing epoch enters them.; confirmation_2=not-found-by-author 2026-09-16 (Stairs et al. 2002 Table 1 Pb: the original hypothesis author could not find the printed record for this row in the second confirmation record; the mark on this row is NOT changed); same_mark_not_available=2026-09-17 (no author-verified row of the same table: no other row of this file transcribes Stairs et al. 2002 Table 1, so there is no author-confirmed row whose mark could be copied here. The mark of this row is NOT changed and no X7 confirmer field is added)",8.64e-7
